slide_id,start,length,reservoir_positions,source_tile_indices
T220_1-1,4744,8,"[144, 229, 275, 806, 840, 852, 880, 925]","[183, 298, 361, 1110, 1156, 1171, 1207, 1266]"
T221-1-1-USS,4752,8,"[39, 86, 313, 411, 518, 552, 591, 950]","[43, 99, 347, 454, 576, 612, 655, 1046]"
T221-1-1-USS-2,4760,8,"[97, 201, 227, 268, 375, 377, 566, 793]","[106, 220, 248, 292, 406, 408, 614, 858]"
T221_1-1,4768,8,"[134, 312, 423, 463, 500, 552, 614, 839]","[143, 344, 459, 502, 541, 596, 661, 906]"
T225-1-1-USS,4776,8,"[124, 153, 335, 446, 508, 665, 688, 988]","[332, 404, 909, 1184, 1328, 1792, 1865, 2625]"
T225-1-1-USS-2,4784,8,"[106, 252, 385, 516, 596, 831, 921, 944]","[288, 713, 1085, 1423, 1644, 2218, 2476, 2540]"
T225_1-1,4792,8,"[193, 327, 375, 480, 697, 763, 821, 849]","[544, 887, 974, 1270, 1867, 2036, 2198, 2260]"
T226-1-1-USS,4800,8,"[115, 156, 183, 299, 360, 429, 432, 619]","[145, 192, 232, 369, 438, 525, 528, 749]"
T226-1-1-USS-2,4808,8,"[27, 29, 247, 440, 487, 539, 914, 919]","[34, 36, 296, 521, 574, 638, 1097, 1104]"
T226_1-1,4816,8,"[211, 214, 305, 364, 404, 692, 901, 930]","[261, 264, 373, 440, 490, 823, 1070, 1102]"
T228-1-1-USS,4824,8,"[6, 47, 551, 562, 617, 814, 831, 976]","[19, 158, 1812, 1842, 2030, 2727, 2809, 3351]"
T228-1-1-USS-2,4832,8,"[208, 334, 411, 504, 579, 901, 960, 970]","[734, 1129, 1443, 1759, 2023, 3118, 3338, 3372]"
T228_1-1,4840,8,"[169, 182, 299, 364, 584, 661, 747, 761]","[598, 657, 1057, 1227, 2015, 2253, 2569, 2618]"
T229-1-1-USS,4848,8,"[118, 148, 153, 220, 339, 722, 750, 847]","[562, 683, 700, 1033, 1662, 3733, 3904, 4442]"
T229-1-1-USS-2,4856,8,"[27, 78, 81, 270, 531, 667, 717, 1003]","[152, 379, 387, 1470, 2785, 3453, 3692, 5229]"
T229_1-1,4864,8,"[1, 44, 464, 535, 560, 823, 905, 937]","[6, 215, 2537, 2938, 3061, 4310, 4672, 4866]"
T230-1-1-USS,4872,8,"[47, 210, 212, 249, 267, 290, 774, 964]","[344, 1499, 1529, 1782, 1907, 2103, 5363, 6742]"
T230-1-1-USS-2,4880,8,"[160, 246, 313, 375, 440, 602, 661, 804]","[1285, 1796, 2302, 2712, 3182, 4257, 4637, 5715]"
T230_1-1,4888,8,"[196, 380, 529, 625, 657, 754, 872, 903]","[1276, 2579, 3691, 4390, 4593, 5339, 6140, 6303]"
T231-1-1-USS,4896,8,"[140, 154, 240, 395, 431, 578, 721, 1023]","[443, 469, 729, 1268, 1427, 1953, 2430, 3494]"
T231-1-1-USS-2,4904,8,"[62, 112, 259, 389, 688, 797, 881, 920]","[259, 415, 931, 1390, 2369, 2743, 3016, 3171]"
T231_1-1,4912,8,"[400, 432, 454, 475, 571, 665, 691, 811]","[1479, 1565, 1641, 1707, 1999, 2307, 2402, 2822]"
T232-1-1-USS,4920,8,"[7, 25, 35, 62, 130, 237, 318, 452]","[7, 25, 35, 62, 130, 237, 318, 452]"
T232-1-1-USS-2,4928,8,"[112, 118, 169, 182, 215, 239, 350, 472]","[112, 118, 169, 182, 215, 239, 350, 472]"
T232_1-1,4936,8,"[8, 30, 130, 172, 185, 240, 382, 419]","[8, 30, 130, 172, 185, 240, 382, 419]"
T234-1-1-USS,4944,8,"[131, 226, 440, 485, 528, 815, 970, 1010]","[846, 1395, 2617, 2931, 3120, 4855, 5852, 6057]"
T234-1-1-USS-2,4952,8,"[341, 423, 550, 556, 733, 833, 894, 949]","[1830, 2296, 3156, 3221, 4295, 4861, 5258, 5557]"
T234_1-1,4960,8,"[188, 253, 347, 390, 421, 666, 685, 1015]","[1112, 1484, 2097, 2329, 2510, 3899, 3995, 5931]"
T236-1-1-USS,4968,8,"[44, 212, 221, 697, 793, 905, 912, 945]","[274, 1168, 1234, 3672, 4192, 4769, 4798, 4936]"
T236-1-1-USS-2,4976,8,"[28, 225, 464, 621, 747, 883, 911, 951]","[133, 1199, 2509, 3310, 3943, 4598, 4707, 4966]"
T236_1-1,4984,8,"[55, 84, 121, 232, 444, 661, 840, 937]","[287, 492, 729, 1371, 2514, 3531, 4375, 4880]"
T237-1-1-USS,4992,8,"[207, 430, 518, 592, 712, 868, 954, 1001]","[363, 704, 829, 940, 1128, 1385, 1523, 1606]"
T237-1-1-USS-2,5000,8,"[43, 52, 119, 312, 472, 652, 694, 704]","[109, 127, 284, 708, 1108, 1550, 1647, 1664]"
T237-1-1-USS-3,5008,8,"[178, 203, 337, 341, 353, 487, 752, 982]","[301, 338, 547, 552, 573, 779, 1214, 1593]"
T237-1-1-USS-4,5016,8,"[376, 430, 464, 571, 713, 729, 745, 874]","[930, 1048, 1127, 1336, 1673, 1702, 1734, 2033]"
T237_1-1,5024,8,"[72, 265, 393, 424, 641, 749, 935, 957]","[100, 393, 563, 612, 924, 1082, 1340, 1374]"
T237_1-2,5032,8,"[35, 153, 518, 540, 633, 643, 815, 876]","[71, 329, 1201, 1248, 1470, 1493, 1857, 1994]"
T238-1-1-USS,5040,8,"[21, 121, 122, 152, 316, 470, 533, 956]","[92, 462, 463, 549, 1151, 1666, 1924, 3406]"
T238-1-1-USS-2,5048,8,"[130, 351, 559, 641, 660, 710, 756, 800]","[484, 1273, 2029, 2306, 2362, 2547, 2689, 2879]"
T238_1-1,5056,8,"[24, 100, 323, 454, 535, 675, 698, 981]","[101, 399, 1179, 1627, 1940, 2493, 2589, 3591]"
T240-1-1-USS,5064,8,"[68, 231, 280, 763, 808, 814, 881, 924]","[68, 231, 280, 763, 808, 814, 881, 924]"
T240-1-2-USS,5072,8,"[17, 139, 513, 631, 696, 758, 781, 886]","[17, 139, 513, 631, 696, 758, 781, 886]"
T240_1-1,5080,8,"[33, 222, 325, 330, 395, 418, 435, 575]","[33, 222, 325, 330, 395, 418, 435, 575]"
T241-1-1-USS,5088,8,"[154, 197, 204, 235, 303, 438, 487, 553]","[154, 197, 204, 235, 303, 438, 487, 553]"
T241_1-1,5096,8,"[17, 121, 288, 297, 362, 481, 604, 712]","[17, 121, 288, 297, 362, 481, 604, 712]"
T242-1-1-USS,5104,8,"[36, 145, 158, 331, 404, 673, 683, 954]","[64, 301, 334, 714, 892, 1524, 1547, 2167]"
T242-1-1USS,5112,8,"[41, 99, 216, 473, 561, 644, 660, 800]","[104, 205, 476, 1034, 1247, 1441, 1476, 1797]"
T242_1-1,5120,8,"[49, 201, 355, 365, 505, 531, 729, 731]","[115, 489, 854, 876, 1218, 1272, 1684, 1686]"
T243-1-1-USS,5128,8,"[17, 95, 145, 149, 378, 623, 758, 792]","[33, 165, 231, 235, 625, 1043, 1271, 1332]"
T243-1-1-USS1,5136,8,"[74, 374, 528, 539, 623, 715, 748, 997]","[125, 625, 888, 908, 1052, 1202, 1257, 1674]"
T243_1-1,5144,8,"[135, 472, 522, 547, 719, 883, 888, 904]","[256, 887, 976, 1016, 1350, 1620, 1631, 1665]"
T244-1-1-USS,5152,8,"[3, 21, 362, 491, 644, 886, 926, 973]","[16, 63, 1196, 1579, 2001, 2719, 2838, 3003]"
T244-1-1-USS-2,5160,8,"[57, 138, 196, 318, 509, 674, 707, 977]","[179, 403, 582, 1014, 1595, 2072, 2190, 3015]"
T244_1-1,5168,8,"[10, 114, 147, 201, 659, 928, 938, 972]","[39, 352, 449, 582, 2073, 2876, 2908, 3024]"
T245-1-1-USS,5176,8,"[57, 392, 397, 636, 745, 781, 791, 851]","[70, 458, 463, 743, 869, 913, 926, 995]"
T245-1-1-USS-2,5184,8,"[245, 253, 279, 361, 826, 880, 901, 961]","[304, 314, 341, 437, 983, 1049, 1074, 1142]"
T245_1-1,5192,8,"[344, 362, 469, 565, 570, 596, 607, 791]","[400, 422, 550, 669, 675, 705, 719, 933]"
T246-1-1-USS,5200,8,"[369, 436, 475, 610, 652, 891, 895, 942]","[1181, 1344, 1468, 1869, 1973, 2727, 2736, 2913]"
T246-1-1-USS-2,5208,8,"[53, 127, 244, 252, 271, 687, 998, 1012]","[137, 348, 736, 771, 824, 2061, 2949, 2991]"
T246_1-1,5216,8,"[157, 230, 323, 358, 389, 407, 442, 447]","[470, 658, 925, 1017, 1118, 1175, 1270, 1277]"
T250-1-1-USS,5224,8,"[80, 114, 201, 637, 675, 692, 763, 892]","[410, 598, 1047, 3459, 3666, 3747, 4263, 4948]"
T250-1-1-USS-2,5232,8,"[166, 170, 232, 522, 604, 615, 870, 950]","[931, 946, 1298, 2874, 3260, 3345, 4812, 5270]"
T250_1-1,5240,8,"[350, 477, 549, 566, 627, 717, 814, 832]","[2083, 2748, 3114, 3218, 3508, 4012, 4613, 4704]"
T251-1-1-USS,5248,8,"[103, 199, 290, 504, 637, 685, 708, 745]","[556, 1005, 1411, 2425, 3079, 3284, 3399, 3582]"
T251-1-1USS,5256,8,"[311, 320, 431, 514, 567, 642, 691, 718]","[1491, 1518, 2022, 2408, 2634, 2976, 3219, 3378]"
T251_1-1,5264,8,"[156, 239, 443, 467, 578, 618, 788, 989]","[719, 1128, 2129, 2231, 2731, 2938, 3835, 4695]"
T253-1-1-USS,5272,8,"[60, 88, 182, 505, 513, 520, 889, 927]","[61, 90, 188, 528, 536, 543, 927, 968]"
T253-1-1-USS-1,5280,8,"[79, 99, 105, 138, 244, 303, 354, 564]","[79, 99, 105, 138, 244, 303, 354, 564]"
T253-1-1-USS-2,5288,8,"[113, 179, 196, 202, 224, 363, 680, 733]","[118, 189, 209, 215, 238, 383, 721, 779]"
T253-1-1-USS-3,5296,8,"[35, 61, 86, 110, 324, 396, 520, 681]","[35, 61, 86, 110, 324, 396, 520, 681]"
T253_1-1,5304,8,"[169, 325, 502, 645, 730, 749, 753, 874]","[176, 340, 525, 675, 765, 784, 789, 913]"
T253_1-2,5312,8,"[41, 90, 262, 345, 402, 436, 471, 502]","[41, 90, 262, 345, 402, 436, 471, 502]"
T254-1-1-USS,5320,8,"[202, 212, 275, 746, 828, 861, 946, 968]","[1186, 1220, 1578, 4082, 4511, 4703, 5212, 5314]"
T254-1-1-USS-2,5328,8,"[190, 209, 286, 304, 505, 518, 826, 841]","[722, 784, 1056, 1118, 1825, 1878, 2988, 3040]"
T254-1-1-USS-3,5336,8,"[57, 184, 323, 338, 603, 616, 670, 796]","[246, 962, 1777, 1866, 3342, 3447, 3691, 4380]"
T254-1-1-USS-4,5344,8,"[160, 219, 260, 567, 582, 623, 754, 755]","[543, 756, 904, 1997, 2052, 2197, 2712, 2728]"
T254_1-1,5352,8,"[105, 233, 245, 283, 615, 812, 904, 921]","[618, 1269, 1320, 1512, 3371, 4543, 5007, 5101]"
T254_1-2,5360,8,"[8, 140, 166, 368, 560, 575, 645, 740]","[30, 502, 568, 1287, 1961, 2024, 2256, 2570]"
T255-1-1-USS,5368,8,"[42, 53, 100, 217, 504, 591, 803, 1007]","[53, 68, 143, 311, 711, 840, 1137, 1414]"
T255-1-1-USS-2,5376,8,"[106, 120, 227, 535, 836, 882, 922, 924]","[152, 174, 316, 764, 1201, 1261, 1313, 1316]"
T255_1-1,5384,8,"[70, 203, 302, 469, 495, 574, 835, 888]","[103, 292, 429, 656, 689, 789, 1161, 1238]"
T257-1-1-USS,5392,8,"[124, 212, 273, 338, 644, 805, 832, 854]","[560, 923, 1153, 1409, 2602, 3276, 3373, 3468]"
T257-1-1-USS-2,5400,8,"[129, 156, 374, 506, 691, 763, 890, 920]","[430, 504, 1328, 1886, 2658, 2981, 3600, 3708]"
T257_1-1,5408,8,"[218, 242, 277, 549, 630, 711, 793, 841]","[875, 971, 1130, 2253, 2557, 2866, 3202, 3420]"
T258-1-1-USS,5416,8,"[65, 165, 391, 489, 565, 574, 650, 732]","[582, 1452, 3230, 3919, 4608, 4666, 5232, 5962]"
T258-1-1-USS-2,5424,8,"[44, 71, 157, 179, 348, 402, 496, 853]","[386, 663, 1355, 1452, 2907, 3367, 4095, 7015]"
T258_1-1,5432,8,"[62, 72, 127, 209, 285, 379, 641, 1017]","[428, 544, 1001, 1557, 2246, 2989, 5149, 8274]"
T260-1-1-USS,5440,8,"[206, 231, 234, 244, 300, 727, 801, 839]","[393, 432, 440, 458, 556, 1335, 1482, 1552]"
T260-1-1-USS-2,5448,8,"[3, 35, 43, 154, 298, 348, 480, 1008]","[12, 63, 76, 277, 568, 655, 899, 1829]"
T260_1-1,5456,8,"[238, 373, 465, 521, 571, 607, 803, 829]","[438, 680, 842, 945, 1028, 1093, 1458, 1506]"
T261-1-1-USS,5464,8,"[66, 88, 163, 382, 618, 650, 660, 914]","[66, 88, 163, 382, 618, 650, 660, 914]"
T261-1-1-USS-2,5472,8,"[58, 127, 302, 524, 596, 808, 904, 1001]","[58, 127, 302, 524, 596, 808, 904, 1001]"
T261_1-1,5480,8,"[129, 557, 686, 800, 819, 913, 969, 977]","[131, 562, 691, 806, 825, 920, 976, 984]"
T264-1-1-USS,5488,8,"[93, 309, 390, 419, 463, 929, 971, 987]","[284, 903, 1148, 1218, 1322, 2558, 2660, 2717]"
T264-1-1-USS-2,5496,8,"[163, 257, 348, 544, 599, 646, 702, 951]","[452, 707, 944, 1497, 1644, 1795, 1977, 2632]"
T264_1-1,5504,8,"[175, 215, 273, 304, 423, 432, 552, 817]","[506, 617, 760, 851, 1172, 1193, 1522, 2248]"
T268-1-1-USS,5512,8,"[29, 237, 518, 684, 771, 834, 854, 909]","[29, 237, 518, 684, 771, 834, 854, 909]"
T268-1-1-USS-2,5520,8,"[98, 155, 174, 178, 567, 661, 825, 877]","[98, 155, 174, 178, 568, 662, 828, 880]"
T268-1-1USS,5528,8,"[140, 239, 398, 417, 527, 559, 846, 911]","[140, 239, 398, 417, 527, 559, 846, 911]"
T268_1-1,5536,8,"[62, 91, 429, 449, 584, 648, 714, 858]","[62, 91, 429, 449, 584, 648, 714, 858]"
T269-1-1-USS,5544,8,"[43, 79, 128, 353, 422, 485, 700, 797]","[102, 190, 314, 947, 1122, 1285, 1858, 2119]"
T269-1-1-USS-3,5552,8,"[75, 200, 320, 332, 742, 904, 912, 966]","[207, 528, 842, 876, 1876, 2247, 2265, 2397]"
T269_1-1,5560,8,"[102, 182, 336, 408, 604, 670, 809, 843]","[260, 430, 764, 904, 1332, 1476, 1774, 1858]"
T270_1-1,5568,8,"[3, 4, 27, 31, 511, 877, 924, 1012]","[25, 27, 108, 123, 2160, 3725, 3924, 4295]"
T271_1-1,5576,8,"[22, 93, 103, 299, 301, 383, 451, 748]","[22, 93, 103, 299, 301, 383, 451, 748]"
T274_1-1,5584,8,"[46, 210, 294, 424, 476, 672, 789, 804]","[199, 1089, 1630, 2349, 2598, 3793, 4449, 4526]"
T276_1-1,5592,8,"[21, 304, 323, 434, 524, 592, 595, 646]","[57, 529, 561, 765, 957, 1098, 1105, 1198]"
T277_1-1,5600,8,"[46, 112, 398, 595, 626, 636, 862, 980]","[280, 659, 2421, 3635, 3772, 3814, 5177, 5902]"
T280_1-1,5608,8,"[366, 483, 490, 579, 673, 730, 781, 828]","[887, 1171, 1194, 1433, 1672, 1816, 1941, 2039]"
T282_1-1,5616,8,"[271, 281, 496, 520, 642, 717, 953, 1008]","[1388, 1433, 2487, 2603, 3262, 3616, 4799, 5061]"
T284_1-1,5624,8,"[173, 184, 206, 292, 656, 712, 818, 875]","[845, 890, 990, 1419, 3274, 3545, 4100, 4336]"
T285_1-1,5632,8,"[105, 108, 412, 483, 579, 779, 807, 916]","[447, 461, 1670, 1931, 2246, 3004, 3108, 3485]"
T287_1-1,5640,8,"[19, 207, 294, 508, 527, 712, 839, 916]","[97, 915, 1331, 2451, 2541, 3407, 3958, 4337]"
T290-1-1-3,5648,8,"[41, 157, 224, 259, 369, 491, 759, 938]","[208, 921, 1271, 1500, 2170, 2873, 4407, 5343]"
T290-1-1-4,5656,8,"[3, 149, 735, 835, 878, 937, 961, 990]","[25, 747, 4246, 4836, 5057, 5396, 5534, 5677]"
T290_1-1,5664,8,"[3, 266, 420, 607, 666, 714, 816, 876]","[23, 1431, 2483, 3610, 3983, 4222, 4811, 5127]"
T291-1-1-3,5672,8,"[42, 165, 323, 340, 489, 554, 651, 685]","[194, 770, 1647, 1753, 2411, 2709, 3190, 3328]"
T291-1-1-4,5680,8,"[382, 464, 497, 693, 823, 842, 906, 956]","[1860, 2267, 2418, 3360, 4017, 4097, 4388, 4634]"
T291_1-1,5688,8,"[577, 591, 670, 802, 814, 851, 942, 982]","[2797, 2865, 3261, 3947, 4007, 4182, 4626, 4840]"
T292-1-1-3,5696,8,"[396, 488, 492, 497, 517, 652, 830, 865]","[396, 488, 492, 497, 517, 652, 830, 865]"
T292-1-1-4,5704,8,"[131, 214, 276, 402, 569, 634, 794, 927]","[131, 214, 276, 402, 569, 634, 794, 927]"
T292_1-1,5712,8,"[306, 325, 476, 521, 536, 572, 648, 954]","[310, 329, 481, 526, 541, 577, 653, 961]"
T293-1-1-3,5720,8,"[269, 466, 478, 491, 511, 777, 778, 914]","[850, 1486, 1517, 1547, 1605, 2463, 2466, 2897]"
T293-1-1-4,5728,8,"[237, 260, 273, 601, 616, 620, 847, 976]","[742, 804, 834, 1856, 1905, 1940, 2654, 3053]"
T293_1-1,5736,8,"[62, 313, 451, 618, 724, 740, 947, 953]","[197, 1033, 1468, 2008, 2327, 2398, 3107, 3134]"
T294-1-1-3-1,5744,8,"[21, 457, 541, 582, 687, 831, 902, 952]","[23, 514, 607, 651, 767, 917, 998, 1051]"
T294-1-1-4,5752,8,"[289, 429, 490, 776, 826, 912, 921, 1004]","[319, 470, 537, 841, 894, 986, 995, 1088]"
T294_1-1,5760,8,"[17, 114, 177, 287, 367, 388, 882, 991]","[19, 125, 191, 316, 412, 435, 990, 1110]"
T297-1-1-3,5768,8,"[139, 166, 186, 422, 445, 800, 815, 823]","[139, 166, 186, 422, 445, 800, 815, 823]"
T297-1-1-4,5776,8,"[21, 91, 247, 316, 447, 517, 523, 581]","[21, 91, 247, 316, 447, 517, 523, 581]"
T297_1-1,5784,8,"[9, 117, 118, 229, 308, 371, 523, 744]","[9, 117, 118, 229, 308, 371, 523, 744]"
T299-1-1-3,5792,8,"[199, 275, 344, 396, 418, 738, 878, 1001]","[994, 1452, 1843, 2099, 2234, 3993, 4742, 5368]"
T299-1-1-4,5800,8,"[77, 92, 229, 277, 587, 665, 826, 927]","[374, 437, 1201, 1457, 3114, 3516, 4403, 4942]"
T299_1-1,5808,8,"[579, 689, 760, 791, 809, 844, 915, 937]","[3171, 3724, 4101, 4235, 4326, 4536, 4889, 5023]"
T301-1-1-3,5816,8,"[25, 133, 197, 456, 459, 555, 612, 842]","[50, 274, 419, 930, 936, 1130, 1260, 1711]"
T301-1-4,5824,8,"[191, 217, 236, 627, 747, 768, 904, 1020]","[381, 435, 473, 1248, 1500, 1534, 1804, 2052]"
T301_1-1,5832,8,"[250, 251, 339, 436, 525, 634, 702, 895]","[518, 521, 734, 951, 1119, 1360, 1504, 1872]"
T303-1-1-3,5840,8,"[59, 245, 324, 477, 555, 847, 872, 988]","[82, 342, 446, 674, 781, 1190, 1228, 1388]"
T303-1-1-4,5848,8,"[291, 520, 548, 566, 648, 880, 905, 1007]","[385, 707, 760, 783, 902, 1229, 1265, 1417]"
T303_1-1,5856,8,"[30, 334, 362, 575, 630, 678, 690, 1022]","[47, 481, 521, 838, 911, 974, 988, 1453]"
T304-1-1-4,5864,8,"[55, 124, 319, 331, 338, 609, 711, 756]","[100, 228, 584, 607, 623, 1106, 1274, 1357]"
T304-1-1-4-2,5872,8,"[0, 358, 446, 475, 478, 518, 546, 673]","[3, 666, 837, 896, 900, 973, 1027, 1226]"
T304_1-1,5880,8,"[62, 176, 358, 402, 556, 558, 776, 879]","[111, 306, 670, 758, 1006, 1008, 1415, 1607]"
T305-1-1-3,5888,8,"[26, 60, 70, 83, 100, 134, 163, 499]","[26, 60, 70, 83, 100, 134, 163, 499]"
T305-1-1-4,5896,8,"[17, 85, 185, 229, 256, 265, 273, 319]","[17, 85, 185, 229, 256, 265, 273, 319]"
T305_1-1,5904,8,"[26, 27, 60, 96, 113, 284, 338, 442]","[26, 27, 60, 96, 113, 284, 338, 442]"
T306-1-1-3,5912,8,"[125, 299, 303, 455, 554, 621, 739, 913]","[179, 435, 440, 661, 803, 895, 1060, 1321]"
T306-1-1-4,5920,8,"[99, 126, 190, 193, 270, 587, 748, 930]","[132, 172, 262, 266, 370, 797, 1010, 1257]"
T306_1-1,5928,8,"[151, 201, 266, 386, 721, 811, 915, 950]","[227, 298, 389, 555, 1025, 1154, 1304, 1359]"
T308-1-1-3,5936,8,"[53, 104, 120, 338, 351, 638, 743, 987]","[98, 185, 214, 553, 581, 1027, 1198, 1579]"
T308-1-1-4,5944,8,"[192, 413, 423, 461, 822, 834, 952, 1005]","[286, 600, 618, 676, 1202, 1218, 1393, 1473]"
T308_1-1,5952,8,"[1, 73, 193, 484, 790, 793, 863, 865]","[5, 109, 290, 783, 1286, 1290, 1397, 1400]"
T309-1-1-3,5960,8,"[71, 256, 302, 366, 455, 466, 664, 1000]","[295, 996, 1155, 1363, 1671, 1707, 2561, 3717]"
T309-1-1-3-2,5968,8,"[40, 63, 93, 219, 267, 350, 491, 943]","[151, 255, 385, 939, 1165, 1469, 2056, 3760]"
T309_1-1,5976,8,"[37, 175, 235, 466, 517, 531, 628, 980]","[146, 626, 843, 1670, 1917, 1975, 2261, 3578]"
T311_1-1,5984,8,"[28, 134, 625, 642, 645, 754, 878, 960]","[74, 263, 1231, 1254, 1259, 1462, 1696, 1846]"
T313-1-1-4,5992,8,"[45, 136, 304, 443, 486, 505, 960, 983]","[358, 1281, 2940, 4199, 4737, 4954, 9477, 9648]"
T313-1-1-4-2,6000,8,"[65, 126, 263, 280, 562, 589, 732, 839]","[722, 1271, 2637, 2807, 5463, 5824, 7019, 8070]"
T313_1-1,6008,8,"[142, 166, 233, 468, 542, 597, 719, 776]","[1326, 1555, 2161, 4411, 5147, 5738, 7021, 7497]"
T316-1-1-3,6016,8,"[46, 157, 197, 243, 462, 488, 630, 832]","[87, 252, 315, 392, 751, 791, 1013, 1314]"
T316-1-1-4,6024,8,"[46, 92, 103, 195, 275, 379, 473, 593]","[79, 149, 169, 314, 420, 580, 718, 904]"
T316_1-1,6032,8,"[32, 264, 343, 475, 530, 694, 731, 988]","[49, 431, 542, 768, 846, 1120, 1172, 1566]"
T317-1-1-3,6040,8,"[42, 96, 282, 333, 433, 464, 727, 845]","[44, 102, 294, 345, 449, 481, 752, 875]"
T317-1-1-4,6048,8,"[17, 73, 238, 448, 613, 627, 766, 946]","[17, 73, 238, 448, 613, 627, 766, 946]"
T317_1-1,6056,8,"[73, 191, 448, 490, 628, 797, 824, 859]","[81, 212, 492, 536, 687, 867, 895, 932]"
T318-3,6064,8,"[92, 148, 165, 314, 376, 434, 470, 1013]","[187, 325, 369, 724, 861, 981, 1066, 2239]"
T318-4,6072,8,"[131, 164, 404, 532, 779, 898, 938, 986]","[292, 359, 909, 1196, 1729, 1959, 2054, 2151]"
T318_1-1,6080,8,"[126, 224, 399, 420, 757, 865, 884, 903]","[320, 539, 956, 1005, 1771, 1993, 2041, 2087]"
T319-1-1-4,6088,8,"[23, 168, 224, 251, 280, 394, 438, 449]","[23, 168, 224, 251, 280, 394, 438, 449]"
T319-1-1-4-2,6096,8,"[95, 116, 190, 192, 196, 342, 433, 438]","[95, 116, 190, 192, 196, 342, 433, 438]"
T319_1-1,6104,8,"[140, 244, 273, 368, 471, 476, 508, 576]","[140, 244, 273, 368, 471, 476, 508, 576]"
T320-1-1-3,6112,8,"[70, 311, 524, 617, 657, 682, 759, 1008]","[158, 622, 1031, 1217, 1292, 1333, 1488, 1982]"
T320-1-1-4,6120,8,"[112, 177, 516, 587, 612, 669, 693, 871]","[213, 326, 988, 1128, 1190, 1310, 1357, 1693]"
T320_1-1,6128,8,"[33, 178, 399, 426, 746, 788, 797, 971]","[69, 365, 784, 833, 1484, 1559, 1580, 1936]"
T321-1-1-3,6136,8,"[160, 216, 527, 584, 758, 793, 875, 923]","[235, 314, 747, 823, 1066, 1113, 1230, 1299]"
T321-1-1-4,6144,8,"[2, 98, 167, 195, 247, 340, 571, 760]","[3, 147, 245, 282, 354, 466, 771, 1024]"
T321_1-1,6152,8,"[56, 315, 366, 434, 435, 491, 515, 1023]","[76, 428, 502, 608, 609, 683, 717, 1455]"
T323-1-1-3,6160,8,"[103, 296, 317, 358, 363, 520, 801, 852]","[538, 1573, 1654, 1841, 1872, 2806, 4423, 4739]"
T323-1-1-4,6168,8,"[330, 458, 565, 593, 642, 659, 796, 953]","[1725, 2420, 3024, 3210, 3467, 3550, 4346, 5257]"
T323_1-1,6176,8,"[8, 156, 578, 651, 923, 930, 1003, 1014]","[49, 950, 3484, 3882, 5374, 5414, 5792, 5888]"
T326-1-1-3,6184,8,"[148, 180, 191, 456, 612, 679, 835, 993]","[417, 509, 535, 1239, 1646, 1834, 2334, 2831]"
T326-1-1-4,6192,8,"[88, 118, 380, 433, 527, 682, 754, 840]","[255, 348, 1073, 1216, 1499, 1968, 2168, 2412]"
T326_1-1,6200,8,"[87, 611, 651, 656, 759, 774, 862, 880]","[313, 1829, 1934, 1954, 2229, 2275, 2549, 2591]"
T327-1-1-3,6208,8,"[10, 17, 19, 22, 36, 43, 71, 76]","[10, 17, 19, 22, 36, 43, 71, 76]"
T327-1-1-4,6216,8,"[3, 11, 21, 35, 39, 46, 55, 86]","[3, 11, 21, 35, 39, 46, 55, 86]"
T327_1-1,6224,8,"[6, 14, 41, 47, 73, 78, 80, 89]","[6, 14, 41, 47, 73, 78, 80, 89]"
T328-1-1-3,6232,8,"[197, 598, 655, 685, 831, 833, 846, 995]","[1073, 3408, 3722, 3945, 4857, 4872, 4951, 5725]"
T328-1-1-4,6240,8,"[40, 44, 199, 629, 654, 796, 851, 904]","[250, 266, 1075, 3461, 3562, 4329, 4685, 4952]"
T328_1-1,6248,8,"[58, 316, 462, 484, 518, 611, 638, 902]","[437, 1909, 2791, 2951, 3148, 3652, 3843, 5275]"
T329-1-1-3-2,6256,8,"[240, 550, 551, 560, 576, 692, 923, 1014]","[1115, 2370, 2371, 2400, 2454, 2941, 3921, 4259]"
T329-1-1-4,6264,8,"[47, 331, 571, 586, 683, 762, 842, 890]","[210, 1350, 2280, 2328, 2745, 3038, 3339, 3564]"
T329_1-1,6272,8,"[10, 102, 506, 514, 607, 688, 755, 783]","[51, 438, 2474, 2495, 2927, 3335, 3612, 3738]"
T331-1-1-4,6280,8,"[164, 174, 302, 364, 574, 634, 636, 844]","[339, 357, 629, 762, 1207, 1328, 1330, 1757]"
T331-1-3,6288,8,"[103, 265, 669, 747, 759, 960, 983, 1016]","[198, 529, 1351, 1490, 1511, 1884, 1930, 1992]"
T331_1-1,6296,8,"[40, 446, 506, 551, 578, 678, 703, 1007]","[85, 928, 1052, 1152, 1204, 1427, 1477, 2179]"
T332-1-1-3,6304,8,"[195, 267, 302, 520, 540, 645, 977, 994]","[263, 370, 414, 714, 739, 885, 1320, 1341]"
T332-1-14,6312,8,"[256, 333, 401, 583, 673, 699, 848, 911]","[344, 450, 544, 793, 904, 943, 1148, 1227]"
T332_1-1,6320,8,"[67, 256, 274, 281, 378, 398, 724, 935]","[97, 343, 366, 374, 504, 532, 1000, 1277]"
T334-1-1-3,6328,8,"[194, 332, 413, 486, 570, 653, 679, 739]","[657, 1110, 1383, 1641, 1960, 2266, 2340, 2547]"
